index,samples
0,200
1,245
2,597
3,372
4,672
5,528
6,613
7,193
8,146
9,236
10,406
11,678
12,210
13,361
14,518
15,712
16,521
17,362
18,88
19,363
20,554
21,91
22,171
23,382
24,551
25,583
26,522
27,305
28,137
29,234
30,395
31,3
32,674
33,136
34,639
35,569
36,316
37,469
38,296
39,141
40,575
41,420
42,386
43,82
44,18
45,275
46,562
47,49
48,169
49,397
50,577
51,523
52,113
53,48
54,326
55,212
56,267
57,450
58,628
59,327
60,255
61,401
62,160
63,643
64,120
65,548
66,219
67,165
68,276
69,235
70,135
71,201
72,638
73,422
74,335
75,199
76,622
77,431
78,376
79,272
80,671
81,143
82,486
83,563
84,341
85,364
86,127
87,243
88,343
89,439
90,222
91,74
92,148
93,355
94,605
95,138
96,338
97,633
98,525
99,436
100,413
101,565
102,176
103,634
104,248
105,250
106,124
107,111
108,404
109,190
110,284
111,453
112,555
113,662
114,311
115,76
116,41
117,387
118,373
119,586
120,358
121,303
122,354
123,531
124,290
125,289
126,337
127,217
128,429
129,503
130,67
131,470
132,321
133,132
134,85
135,490
136,102
137,623
138,100
139,438
140,218
141,590
142,587
143,423
144,104
145,348
146,661
147,225
148,442
149,568
150,356
151,425
152,107
153,495
154,180
155,25
156,665
157,54
158,16
159,497
160,299
161,60
162,582
163,614
164,152
165,654
166,609
167,101
168,617
169,536
170,57
171,268
172,53
173,539
174,13
175,221
176,37
177,163
178,464
179,427
180,545
181,161
182,573
183,21
184,191
185,440
186,683
187,334
188,77
189,615
190,266
191,474
192,24
193,331
194,652
195,542
196,43
197,112
198,644
199,526
200,149
201,697
202,641
203,371
204,216
205,709
206,421
207,328
208,484
209,130
210,552
211,324
212,647
213,257
214,478
215,667
216,253
217,224
218,282
219,593
220,645
221,95
222,465
223,306
224,604
225,458
226,635
227,477
228,94
229,313
230,150
231,5
232,391
233,365
234,668
235,492
236,35
237,626
238,433
239,178
240,347
241,370
242,144
243,12
244,666
245,527
246,1
247,109
248,411
249,66
250,72
251,441
252,660
253,351
254,197
255,159
256,31
257,481
258,315
259,230
260,566
261,329
262,59
263,630
264,110
265,515
266,228
267,322
268,627
269,592
270,375
271,544
272,70
273,405
274,707
275,416
276,207
277,286
278,122
279,295
280,226
281,502
282,249
283,99
284,691
285,498
286,139
287,584
288,456
289,79
290,281
291,155
292,55
293,538
294,213
295,11
296,52
297,342
298,204
299,507
300,383
301,309
302,29
303,681
304,162
305,93
306,51
307,451
308,9
309,428
310,359
311,246
312,304
313,44
314,715
315,123
316,65
317,676
318,17
319,198
320,394
321,105
322,287
323,2
324,242
325,704
326,390
327,567
328,10
329,185
330,167
331,558
332,264
333,619
334,435
335,510
336,223
337,312
338,432
339,117
340,38
341,648
342,675
343,621
344,126
345,244
346,462
347,340
348,476
349,271
350,78
351,699
352,187
353,310
354,543
355,195
356,19
357,508
358,658
359,392
360,64
361,202
362,308
363,22
364,445
365,693
366,145
367,418
368,26
369,291
370,673
371,336
372,181
373,689
374,333
375,247
376,589
377,408
378,314
379,393
380,389
381,4
382,493
383,6
384,694
385,106
386,170
387,75
388,121
389,595
390,258
391,352
392,714
393,114
394,254
395,379
396,546
397,620
398,524
399,500
400,571
401,174
402,509
403,705
404,260
405,388
406,485
407,252
408,410
409,239
410,263
411,318
412,92
413,241
414,68
415,670
416,32
417,368
418,409
419,489
420,208
421,80
422,288
423,301
424,547
425,499
426,400
427,147
428,384
429,173
430,596
431,479
432,189
433,663
434,233
435,455
436,184
437,292
438,415
439,103
440,194
441,434
442,8
443,684
444,496
445,631
446,607
447,629
448,669
449,483
450,172
451,30
452,466
453,220
454,664
455,323
456,325
457,133
458,504
459,154
460,494
461,360
462,7
463,157
464,570
465,166
466,446
467,520
468,685
469,642
470,516
471,69
472,461
473,448
474,259
475,131
476,27
477,90
478,196
479,616
480,655
481,203
482,549
483,560
484,278
485,553
486,632
487,297
488,556
489,332
490,209
491,385
492,377
493,443
494,690
495,591
496,50
497,688
498,151
499,265
500,369
501,656
502,119
503,698
504,39
505,345
506,491
507,83
508,679
509,579
510,186
511,471
512,488
513,28
514,346
515,175
516,505
517,164
518,512
519,357
520,564
521,594
522,457
523,514
524,599
525,588
526,34
527,142
528,426
529,192
530,475
531,716
532,624
533,682
534,273
535,128
536,472
537,232
538,182
539,261
540,550
541,501
542,610
543,58
544,541
545,134
546,153
547,559
548,366
549,636
550,513
551,177
552,61
553,188
554,467
555,62
556,519
557,646
558,533
559,47
560,640
561,231
562,600
563,283
564,115
565,330
566,0
567,349
568,412
569,710
570,183
571,482
572,417
573,407
574,437
575,86
576,659
577,572
578,294
579,380
580,637
581,561
582,42
583,56
584,701
585,487
586,657
587,529
588,424
589,702
590,403
591,108
592,237
593,506
594,535
595,517
596,229
597,317
598,650
599,447
600,270
601,227
602,96
603,374
604,703
605,140
606,168
607,454
608,14
609,274
610,129
611,602
