index,samples
0,537
1,402
2,117
3,9
4,119
5,528
6,490
7,175
8,185
9,180
10,229
11,501
12,73
13,696
14,307
15,124
16,454
17,299
18,129
19,468
20,231
21,271
22,182
23,326
24,118
25,612
26,421
27,135
28,344
29,582
30,427
31,338
32,411
33,277
34,412
35,372
36,639
37,566
38,256
39,436
40,398
41,438
42,425
43,376
44,5
45,170
46,396
47,476
48,563
49,235
50,340
51,611
52,30
53,442
54,288
55,488
56,607
57,346
58,585
59,1
60,232
61,684
62,675
63,473
64,25
65,711
66,615
67,12
68,21
69,200
70,309
71,570
72,606
73,466
74,20
75,624
76,352
77,713
78,682
79,208
80,400
81,93
82,39
83,404
84,161
85,354
86,445
87,14
88,98
89,322
90,410
91,16
92,48
93,243
94,152
95,628
96,116
97,650
98,637
99,399
100,390
101,70
102,219
103,541
104,371
105,318
106,527
107,24
108,327
109,535
110,142
111,10
112,319
113,218
114,517
115,177
116,102
117,233
118,297
119,591
120,434
121,529
122,646
123,181
124,368
125,678
126,204
127,556
128,486
129,593
130,632
131,301
132,91
133,562
134,481
135,306
136,714
137,701
138,653
139,645
140,174
141,475
142,654
143,60
144,522
145,391
146,567
147,342
148,413
149,572
150,478
151,365
152,497
153,191
154,291
155,176
156,164
157,317
158,136
159,382
160,660
161,393
162,435
163,150
164,523
165,428
166,26
167,580
168,386
169,29
170,589
171,302
172,539
173,633
174,51
175,379
176,377
177,197
178,409
179,259
180,253
181,423
182,146
183,489
184,590
185,85
186,275
187,261
188,397
189,316
190,532
191,141
192,565
193,106
194,447
195,242
196,262
197,710
198,257
199,350
200,356
201,543
202,548
203,604
204,707
205,211
206,702
207,465
208,3
209,71
210,347
211,378
212,290
213,94
214,284
215,453
216,105
217,558
218,162
219,90
220,281
221,578
222,651
223,613
224,324
225,312
226,67
227,263
228,688
229,605
230,504
231,274
232,308
233,286
234,207
235,137
236,167
237,282
238,159
239,403
240,441
241,19
242,597
243,217
244,586
245,42
246,610
247,270
248,540
249,18
250,76
251,521
252,264
253,72
254,514
255,348
256,520
257,258
258,351
259,131
260,370
261,683
262,11
263,148
264,34
265,99
266,213
267,311
268,614
269,679
270,449
271,355
272,491
273,15
274,534
275,555
276,553
277,144
278,188
279,559
280,467
281,254
282,267
283,575
284,236
285,328
286,58
287,225
288,583
289,82
290,561
291,96
292,406
293,493
294,359
295,512
296,252
297,680
298,23
299,215
300,588
301,462
302,265
303,87
304,269
305,169
306,79
307,86
308,310
309,510
310,305
311,100
312,95
313,419
314,407
315,77
316,636
317,700
318,362
319,109
320,668
321,507
322,49
323,240
324,692
325,107
326,268
327,214
328,151
329,712
330,36
331,314
332,695
333,389
334,201
335,367
336,226
337,228
338,143
339,581
340,111
341,168
342,640
343,173
344,298
345,273
346,698
347,619
348,147
349,184
350,554
351,349
352,531
353,408
354,706
355,602
356,492
357,38
358,280
359,574
360,472
361,190
362,198
363,663
364,387
365,429
366,158
367,622
368,189
369,335
370,670
371,300
372,533
373,363
374,594
375,323
376,279
377,469
378,230
379,401
380,431
381,414
382,156
383,336
384,470
385,222
386,697
387,456
388,380
389,422
390,45
391,193
392,642
393,97
394,634
395,437
396,123
397,202
398,157
399,536
400,160
401,689
402,461
403,598
404,4
405,313
406,674
407,83
408,223
409,538
410,303
411,617
412,516
413,210
414,652
415,227
416,251
417,571
418,65
419,2
420,508
421,666
422,369
423,361
424,418
425,46
426,671
427,155
428,121
429,172
430,53
431,550
432,103
433,246
434,690
435,59
436,499
437,545
438,557
439,126
440,104
441,657
442,33
443,384
444,662
445,35
446,395
447,266
448,664
449,502
450,564
451,276
452,339
453,665
454,40
455,330
456,112
457,75
458,108
459,549
460,345
461,576
462,656
463,50
464,450
465,241
466,592
467,638
468,247
469,672
470,63
471,573
472,205
473,331
474,234
475,595
476,503
477,703
478,526
479,304
480,415
481,530
482,420
483,457
484,426
485,194
486,385
487,443
488,525
489,474
490,17
491,250
492,506
493,80
494,446
495,120
496,482
497,709
498,61
499,658
500,325
501,78
502,616
503,52
504,199
505,139
506,511
507,459
508,132
509,560
510,224
511,479
512,127
513,27
514,603
515,134
516,681
517,667
518,110
519,676
520,601
521,655
522,518
523,212
524,6
525,165
526,587
527,417
528,424
529,524
530,57
531,238
532,186
533,432
534,248
535,494
536,394
537,43
538,569
539,64
540,249
541,333
542,596
543,0
544,154
545,22
546,513
547,498
548,484
549,471
550,552
551,579
552,334
553,623
554,44
555,206
556,608
557,88
558,28
559,74
560,293
561,643
562,630
563,577
564,315
565,68
566,196
567,195
568,708
569,255
570,691
571,366
572,237
573,287
574,542
575,405
576,635
577,673
578,629
579,171
580,644
581,364
582,625
583,451
584,138
585,483
586,178
587,130
588,439
589,221
590,480
591,55
592,272
593,358
594,209
595,515
596,81
597,153
598,626
599,294
600,430
601,149
602,487
603,115
604,485
605,295
606,455
607,360
608,464
609,285
610,332
611,89
