index,samples
0,537
1,402
2,568
3,9
4,23
5,328
6,521
7,256
8,486
9,301
10,218
11,601
12,585
13,109
14,478
15,712
16,152
17,19
18,651
19,225
20,161
21,695
22,276
23,678
24,535
25,299
26,435
27,175
28,562
29,322
30,207
31,713
32,292
33,180
34,663
35,308
36,614
37,624
38,606
39,354
40,12
41,36
42,497
43,451
44,711
45,142
46,277
47,30
48,572
49,339
50,461
51,675
52,290
53,404
54,468
55,362
56,146
57,653
58,338
59,385
60,526
61,185
62,577
63,370
64,197
65,640
66,281
67,22
68,655
69,484
70,135
71,266
72,153
73,515
74,285
75,93
76,24
77,384
78,355
79,360
80,632
81,427
82,408
83,660
84,291
85,229
86,668
87,643
88,332
89,445
90,72
91,233
92,532
93,226
94,117
95,249
96,579
97,149
98,412
99,300
100,174
101,115
102,683
103,682
104,378
105,211
106,363
107,141
108,204
109,611
110,215
111,284
112,539
113,517
114,137
115,234
116,580
117,57
118,652
119,457
120,255
121,289
122,38
123,190
124,491
125,403
126,509
127,213
128,443
129,160
130,612
131,516
132,248
133,455
134,98
135,91
136,242
137,296
138,177
139,399
140,506
141,464
142,636
143,173
144,431
145,179
146,410
147,232
148,477
149,679
150,487
151,335
152,567
153,116
154,417
155,558
156,295
157,434
158,658
159,482
160,474
161,101
162,28
163,254
164,485
165,88
166,89
167,476
168,65
169,209
170,126
171,626
172,358
173,85
174,430
175,439
176,294
177,221
178,480
179,644
180,55
181,405
182,676
183,522
184,139
185,708
186,366
187,108
188,287
189,315
190,352
191,587
192,158
193,511
194,120
195,622
196,642
197,333
198,672
199,6
200,707
201,698
202,377
203,657
204,397
205,178
206,162
207,222
208,467
209,191
210,697
211,454
212,424
213,206
214,325
215,576
216,81
217,365
218,453
219,59
220,382
221,267
222,394
223,130
224,418
225,99
226,212
227,548
228,573
229,550
230,703
231,78
232,334
233,630
234,441
235,420
236,415
237,228
238,134
239,4
240,530
241,702
242,345
243,426
244,613
245,182
246,588
247,189
248,159
249,50
250,199
251,471
252,465
253,449
254,68
255,595
256,662
257,569
258,545
259,524
260,667
261,64
262,592
263,196
264,571
265,154
266,615
267,194
268,513
269,307
270,680
271,271
272,247
273,654
274,52
275,371
276,219
277,95
278,607
279,151
280,262
281,132
282,214
283,258
284,459
285,202
286,414
287,552
288,582
289,269
290,423
291,10
292,629
293,564
294,646
295,195
296,26
297,462
298,14
299,106
300,700
301,508
302,635
303,268
304,442
305,347
306,250
307,148
308,398
309,75
310,90
311,710
312,714
313,336
314,594
315,364
316,265
317,470
318,119
319,16
320,541
321,48
322,504
323,367
324,525
325,136
326,309
327,236
328,498
329,566
330,129
331,348
332,288
333,261
334,481
335,200
336,275
337,302
338,350
339,696
340,169
341,583
342,303
343,263
344,390
345,540
346,286
347,502
348,688
349,104
350,437
351,520
352,379
353,466
354,67
355,610
356,170
357,312
358,396
359,493
360,280
361,330
362,407
363,143
364,327
365,310
366,73
367,217
368,208
369,523
370,76
371,400
372,421
373,490
374,243
375,311
376,94
377,45
378,543
379,20
380,326
381,282
382,150
383,529
384,29
385,324
386,413
387,475
388,368
389,605
390,556
391,351
392,18
393,305
394,555
395,499
396,570
397,314
398,561
399,438
400,127
401,391
402,107
403,591
404,602
405,42
406,527
407,559
408,380
409,671
410,270
411,625
412,589
413,342
414,692
415,21
416,155
417,690
418,574
419,691
420,227
421,298
422,105
423,112
424,240
425,323
426,514
427,488
428,70
429,257
430,264
431,253
432,590
433,331
434,306
435,436
436,279
437,39
438,297
439,252
440,533
441,469
442,633
443,147
444,512
445,82
446,604
447,619
448,489
449,176
450,411
451,492
452,389
453,393
454,538
455,237
456,528
457,666
458,634
459,156
460,34
461,637
462,670
463,689
464,534
465,674
466,617
467,102
468,223
469,479
470,60
471,1
472,340
473,123
474,597
475,616
476,201
477,346
478,560
479,681
480,645
481,553
482,503
483,563
484,316
485,536
486,656
487,664
488,507
489,429
490,100
491,359
492,188
493,79
494,419
495,705
496,372
497,49
498,638
499,251
500,122
501,193
502,53
503,659
504,374
505,2
506,500
507,456
508,422
509,272
510,557
511,686
512,693
513,542
514,401
515,41
516,641
517,97
518,35
519,356
520,244
521,92
522,551
523,395
524,578
525,273
526,47
527,61
528,648
529,447
530,608
531,531
532,3
533,472
534,428
535,501
536,293
537,304
538,274
539,344
540,25
541,231
542,450
543,665
544,627
545,224
546,706
547,283
548,144
549,661
550,650
551,673
552,239
553,496
554,386
555,43
556,40
557,166
558,628
559,241
560,164
561,33
562,17
563,609
564,121
565,110
566,238
567,118
568,452
569,172
570,494
571,603
572,432
573,44
574,639
575,319
576,235
577,704
578,96
579,433
580,369
581,163
582,62
583,709
584,168
585,27
586,186
587,684
588,357
589,547
590,510
591,440
592,685
593,210
594,581
595,198
596,74
597,448
598,375
599,361
600,318
601,51
602,13
603,56
604,565
605,647
606,631
607,669
608,715
609,343
610,259
611,86
