index,samples
0,75
1,51
2,506
3,453
4,319
5,36
6,198
7,218
8,331
9,217
10,302
11,143
12,204
13,386
14,25
15,9
16,230
17,201
18,58
19,374
20,422
21,334
22,439
23,397
24,488
25,202
26,71
27,665
28,298
29,41
30,548
31,527
32,27
33,88
34,644
35,140
36,674
37,340
38,236
39,664
40,156
41,621
42,540
43,413
44,180
45,228
46,245
47,3
48,62
49,130
50,618
51,465
52,652
53,521
54,431
55,122
56,400
57,550
58,663
59,637
60,676
61,442
62,377
63,95
64,50
65,456
66,647
67,260
68,554
69,312
70,327
71,714
72,467
73,512
74,489
75,226
76,620
77,307
78,695
79,631
80,356
81,257
82,368
83,120
84,212
85,654
86,658
87,281
88,587
89,420
90,255
91,268
92,511
93,484
94,317
95,650
96,311
97,151
98,208
99,103
100,100
101,292
102,22
103,70
104,1
105,249
106,706
107,398
108,641
109,494
110,42
111,440
112,290
113,672
114,134
115,429
116,395
117,309
118,287
119,162
120,546
121,533
122,448
123,349
124,712
125,133
126,29
127,383
128,234
129,380
130,455
131,2
132,639
133,681
134,283
135,544
136,141
137,497
138,661
139,462
140,561
141,682
142,586
143,640
144,428
145,127
146,332
147,80
148,450
149,485
150,165
151,139
152,660
153,389
154,78
155,638
156,363
157,705
158,72
159,388
160,104
161,342
162,243
163,304
164,525
165,4
166,592
167,346
168,616
169,187
170,610
171,173
172,272
173,185
174,573
175,147
176,239
177,557
178,351
179,582
180,449
181,211
182,581
183,215
184,179
185,250
186,495
187,601
188,371
189,199
190,43
191,23
192,89
193,532
194,690
195,452
196,161
197,598
198,523
199,689
200,258
201,367
202,537
203,694
204,396
205,240
206,563
207,170
208,387
209,471
210,691
211,623
212,335
213,477
214,378
215,469
216,575
217,427
218,300
219,627
220,430
221,322
222,399
223,107
224,59
225,687
226,577
227,52
228,15
229,633
230,669
231,69
232,278
233,83
234,634
235,35
236,310
237,359
238,697
239,31
240,32
241,571
242,48
243,541
244,182
245,472
246,190
247,67
248,344
249,596
250,464
251,262
252,492
253,40
254,343
255,635
256,516
257,670
258,503
259,646
260,153
261,636
262,466
263,595
264,360
265,474
266,209
267,604
268,569
269,21
270,184
271,648
272,552
273,135
274,414
275,709
276,66
277,11
278,284
279,415
280,559
281,176
282,567
283,375
284,34
285,543
286,624
287,197
288,686
289,271
290,615
291,667
292,12
293,606
294,443
295,64
296,662
297,57
298,265
299,131
300,339
301,451
302,710
303,656
304,175
305,605
306,148
307,193
308,38
309,181
310,599
311,229
312,528
313,668
314,60
315,308
316,171
317,225
318,594
319,625
320,513
321,264
322,542
323,352
324,276
325,476
326,597
327,275
328,583
329,355
330,114
331,566
332,406
333,85
334,715
335,619
336,365
337,223
338,366
339,514
340,330
341,416
342,333
343,189
344,273
345,626
346,417
347,441
348,232
349,538
350,110
351,315
352,306
353,433
354,628
355,585
356,6
357,191
358,119
359,551
360,68
361,526
362,457
363,630
364,354
365,164
366,321
367,593
368,401
369,425
370,115
371,295
372,121
373,168
374,216
375,348
376,536
377,379
378,482
379,530
380,435
381,565
382,576
383,454
384,188
385,90
386,146
387,434
388,296
389,93
390,152
391,338
392,117
393,84
394,520
395,224
396,150
397,473
398,293
399,376
400,684
401,381
402,369
403,600
404,313
405,459
406,402
407,382
408,242
409,221
410,159
411,479
412,568
413,155
414,708
415,504
416,468
417,426
418,481
419,116
420,517
421,305
422,74
423,196
424,432
425,673
426,655
427,329
428,24
429,522
430,584
431,364
432,692
433,703
434,269
435,653
436,677
437,108
438,407
439,261
440,65
441,362
442,384
443,507
444,124
445,696
446,200
447,478
448,390
449,274
450,256
451,20
452,203
453,158
454,591
455,357
456,192
457,231
458,685
459,437
460,113
461,303
462,547
463,244
464,385
465,337
466,125
467,248
468,588
469,167
470,301
471,207
472,106
473,210
474,613
475,475
476,294
477,372
478,112
479,30
480,81
481,403
482,603
483,524
484,157
485,447
486,578
487,0
488,314
489,138
490,289
491,549
492,270
493,529
494,702
495,291
496,14
497,460
498,136
499,642
500,688
501,251
502,142
503,206
504,111
505,323
506,227
507,254
508,392
509,160
510,18
511,418
512,493
513,501
514,82
515,463
516,214
517,436
518,282
519,500
520,393
521,97
522,316
523,412
524,607
525,91
526,419
527,279
528,617
529,629
530,622
531,693
532,154
533,609
534,132
535,5
536,320
537,643
538,280
539,713
540,26
541,129
542,19
543,213
544,109
545,63
546,553
547,79
548,564
549,183
550,174
551,350
552,602
553,77
554,205
555,424
556,496
557,39
558,502
559,649
560,17
561,405
562,645
563,149
564,423
565,683
566,421
567,99
568,61
569,10
570,7
571,45
572,144
573,247
574,92
575,286
576,285
577,98
578,56
579,253
580,54
581,519
582,711
583,16
584,194
585,126
586,458
587,671
588,438
589,96
590,535
591,659
592,345
593,299
594,102
595,128
596,675
597,716
598,632
599,163
600,700
601,172
602,698
603,612
604,704
605,252
606,237
607,651
608,347
609,105
610,657
611,445
