index,samples
0,537
1,402
2,498
3,165
4,534
5,517
6,405
7,424
8,583
9,540
10,462
11,191
12,651
13,107
14,667
15,244
16,161
17,565
18,274
19,609
20,299
21,362
22,181
23,557
24,158
25,337
26,569
27,466
28,170
29,178
30,211
31,65
32,276
33,410
34,566
35,568
36,442
37,432
38,642
39,363
40,489
41,665
42,477
43,384
44,35
45,687
46,686
47,302
48,267
49,163
50,673
51,473
52,156
53,468
54,647
55,53
56,176
57,253
58,698
59,682
60,530
61,388
62,711
63,287
64,691
65,398
66,590
67,235
68,648
69,256
70,229
71,18
72,10
73,196
74,343
75,396
76,655
77,669
78,230
79,632
80,513
81,621
82,106
83,606
84,553
85,438
86,203
87,485
88,100
89,91
90,461
91,282
92,90
93,516
94,639
95,301
96,355
97,426
98,248
99,654
100,168
101,152
102,281
103,695
104,160
105,564
106,596
107,554
108,689
109,310
110,173
111,97
112,666
113,391
114,381
115,604
116,420
117,393
118,204
119,580
120,552
121,408
122,114
123,349
124,404
125,607
126,133
127,155
128,254
129,646
130,633
131,708
132,710
133,210
134,84
135,73
136,336
137,317
138,560
139,117
140,58
141,509
142,460
143,314
144,519
145,628
146,294
147,51
148,597
149,111
150,527
151,421
152,361
153,427
154,273
155,572
156,269
157,219
158,701
159,154
160,623
161,500
162,603
163,222
164,87
165,331
166,622
167,515
168,662
169,25
170,215
171,197
172,550
173,292
174,335
175,514
176,365
177,86
178,221
179,40
180,262
181,74
182,45
183,387
184,598
185,261
186,72
187,272
188,122
189,157
190,679
191,608
192,56
193,681
194,249
195,577
196,511
197,625
198,587
199,46
200,60
201,17
202,368
203,344
204,627
205,599
206,522
207,233
208,193
209,657
210,471
211,415
212,715
213,315
214,118
215,12
216,339
217,209
218,146
219,684
220,518
221,322
222,490
223,305
224,48
225,240
226,482
227,255
228,618
229,288
230,98
231,481
232,347
233,231
234,575
235,371
236,593
237,319
238,291
239,80
240,447
241,309
242,57
243,382
244,446
245,108
246,428
247,0
248,218
249,199
250,645
251,66
252,119
253,189
254,298
255,638
256,601
257,345
258,126
259,503
260,20
261,542
262,227
263,116
264,328
265,201
266,110
267,159
268,47
269,303
270,643
271,653
272,205
273,271
274,372
275,187
276,31
277,634
278,510
279,422
280,94
281,690
282,399
283,543
284,137
285,195
286,579
287,19
288,430
289,353
290,338
291,688
292,508
293,95
294,588
295,39
296,664
297,177
298,38
299,52
300,630
301,112
302,8
303,469
304,474
305,546
306,385
307,293
308,217
309,202
310,78
311,434
312,23
313,16
314,242
315,441
316,198
317,252
318,414
319,166
320,268
321,237
322,128
323,308
324,350
325,326
326,277
327,535
328,418
329,375
330,443
331,479
332,538
333,707
334,124
335,194
336,24
337,379
338,55
339,619
340,411
341,383
342,85
343,284
344,109
345,212
346,433
347,105
348,670
349,62
350,483
351,127
352,42
353,364
354,459
355,528
356,714
357,450
358,605
359,70
360,67
361,658
362,403
363,226
364,373
365,602
366,395
367,413
368,311
369,41
370,586
371,121
372,445
373,636
374,380
375,558
376,216
377,521
378,370
379,150
380,629
381,2
382,236
383,620
384,329
385,348
386,576
387,614
388,407
389,561
390,44
391,246
392,340
393,184
394,15
395,541
396,366
397,429
398,141
399,406
400,672
401,525
402,505
403,367
404,182
405,297
406,499
407,64
408,120
409,33
410,27
411,130
412,76
413,318
414,392
415,5
416,544
417,200
418,592
419,491
420,400
421,224
422,637
423,440
424,526
425,453
426,680
427,135
428,444
429,190
430,584
431,417
432,82
433,595
434,290
435,185
436,13
437,685
438,472
439,451
440,188
441,574
442,631
443,663
444,716
445,14
446,1
447,693
448,279
449,183
450,559
451,374
452,147
453,594
454,616
455,43
456,703
457,454
458,671
459,352
460,11
461,610
462,316
463,488
464,449
465,270
466,167
467,280
468,492
469,320
470,423
471,21
472,260
473,9
474,612
475,312
476,145
477,139
478,286
479,712
480,436
481,223
482,591
483,266
484,617
485,700
486,59
487,151
488,71
489,342
490,148
491,524
492,283
493,709
494,661
495,69
496,29
497,457
498,234
499,49
500,225
501,678
502,99
503,357
504,506
505,465
506,79
507,573
508,238
509,545
510,694
511,138
512,77
513,501
514,549
515,570
516,251
517,416
518,164
519,341
520,439
521,555
522,228
523,533
524,123
525,125
526,359
527,412
528,207
529,523
530,34
531,585
532,129
533,257
534,243
535,705
536,180
537,493
538,547
539,478
540,7
541,600
542,660
543,265
544,26
545,571
546,327
547,419
548,548
549,113
550,539
551,624
552,529
553,504
554,531
555,520
556,263
557,247
558,346
559,507
560,134
561,275
562,644
563,136
564,562
565,30
566,306
567,313
568,706
569,140
570,496
571,245
572,674
573,356
574,162
575,650
576,463
577,578
578,668
579,397
580,582
581,401
582,37
583,132
584,83
585,304
586,702
587,692
588,153
589,467
590,652
591,75
592,208
593,144
594,390
595,220
596,378
597,615
598,659
599,32
600,713
601,437
602,409
603,563
604,475
605,88
606,174
607,142
608,93
609,192
610,613
611,389
