index,samples
0,620
1,635
2,356
3,31
4,60
5,175
6,14
7,133
8,104
9,166
10,519
11,361
12,704
13,428
14,645
15,573
16,469
17,321
18,28
19,52
20,454
21,422
22,1
23,346
24,176
25,382
26,85
27,201
28,715
29,355
30,330
31,595
32,135
33,319
34,375
35,249
36,556
37,589
38,347
39,437
40,279
41,116
42,256
43,441
44,492
45,691
46,117
47,312
48,243
49,61
50,57
51,413
52,286
53,216
54,100
55,229
56,254
57,699
58,247
59,94
60,29
61,318
62,97
63,696
64,362
65,300
66,551
67,207
68,310
69,420
70,544
71,610
72,711
73,152
74,113
75,27
76,348
77,690
78,35
79,567
80,535
81,686
82,526
83,488
84,700
85,496
86,684
87,303
88,406
89,528
90,354
91,643
92,50
93,591
94,630
95,6
96,447
97,637
98,710
99,390
100,462
101,257
102,639
103,234
104,11
105,443
106,297
107,228
108,242
109,463
110,470
111,188
112,693
113,606
114,648
115,203
116,612
117,239
118,219
119,442
120,177
121,225
122,341
123,490
124,671
125,182
126,583
127,586
128,161
129,675
130,396
131,527
132,99
133,568
134,525
135,15
136,320
137,585
138,621
139,518
140,555
141,474
142,426
143,327
144,267
145,419
146,674
147,274
148,524
149,112
150,287
151,511
152,174
153,549
154,529
155,9
156,16
157,495
158,352
159,39
160,709
161,683
162,619
163,523
164,199
165,324
166,507
167,68
168,667
169,264
170,198
171,123
172,8
173,435
174,173
175,391
176,47
177,180
178,481
179,708
180,25
181,411
182,651
183,398
184,283
185,678
186,129
187,489
188,139
189,604
190,314
191,147
192,194
193,433
194,531
195,540
196,371
197,393
198,444
199,38
200,128
201,570
202,231
203,417
204,384
205,513
206,562
207,105
208,672
209,614
210,716
211,92
212,561
213,344
214,410
215,148
216,170
217,453
218,359
219,522
220,387
221,349
222,617
223,353
224,301
225,536
226,160
227,335
228,628
229,186
230,22
231,457
232,245
233,520
234,479
235,137
236,418
237,138
238,155
239,307
240,143
241,323
242,415
243,550
244,93
245,622
246,337
247,221
248,83
249,63
250,603
251,665
252,111
253,629
254,322
255,220
256,238
257,634
258,78
259,388
260,538
261,539
262,499
263,471
264,618
265,421
266,493
267,703
268,662
269,664
270,158
271,530
272,424
273,636
274,271
275,502
276,159
277,317
278,541
279,56
280,153
281,7
282,304
283,365
284,53
285,21
286,368
287,292
288,120
289,658
290,445
291,226
292,262
293,110
294,64
295,552
296,423
297,240
298,351
299,668
300,705
301,212
302,145
303,579
304,486
305,506
306,543
307,434
308,649
309,325
310,516
311,345
312,42
313,150
314,394
315,385
316,328
317,653
318,369
319,12
320,32
321,70
322,338
323,208
324,381
325,132
326,30
327,202
328,657
329,227
330,641
331,315
332,587
333,438
334,588
335,336
336,577
337,222
338,404
339,408
340,151
341,459
342,537
343,146
344,514
345,255
346,84
347,275
348,452
349,575
350,200
351,593
352,114
353,88
354,193
355,140
356,512
357,554
358,500
359,130
360,81
361,206
362,557
363,340
364,624
365,18
366,66
367,268
368,288
369,461
370,215
371,692
372,309
373,20
374,504
375,425
376,712
377,5
378,96
379,248
380,482
381,547
382,181
383,707
384,334
385,230
386,281
387,154
388,195
389,76
390,377
391,581
392,401
393,407
394,73
395,677
396,305
397,4
398,367
399,48
400,563
401,2
402,654
403,680
404,358
405,532
406,41
407,162
408,376
409,414
410,244
411,290
412,107
413,429
414,82
415,679
416,548
417,313
418,65
419,91
420,24
421,58
422,241
423,569
424,698
425,661
426,576
427,98
428,172
429,209
430,294
431,439
432,430
433,246
434,626
435,480
436,559
437,285
438,676
439,644
440,565
441,366
442,55
443,673
444,714
445,363
446,558
447,521
448,131
449,397
450,171
451,642
452,412
453,508
454,261
455,339
456,478
457,682
458,663
459,468
460,109
461,467
462,217
463,374
464,515
465,265
466,308
467,277
468,503
469,302
470,360
471,405
472,102
473,475
474,342
475,476
476,178
477,196
478,590
479,333
480,233
481,40
482,19
483,43
484,299
485,108
486,95
487,350
488,126
489,214
490,466
491,266
492,533
493,156
494,36
495,456
496,167
497,517
498,395
499,191
500,189
501,450
502,250
503,697
504,432
505,652
506,592
507,75
508,501
509,572
510,316
511,72
512,134
513,491
514,702
515,655
516,646
517,571
518,403
519,251
520,258
521,379
522,164
523,694
524,77
525,224
526,598
527,0
528,409
529,402
530,615
531,270
532,17
533,259
534,86
535,666
536,650
537,605
538,607
539,399
540,640
541,106
542,311
543,609
544,90
545,269
546,613
547,59
548,119
549,276
550,400
551,331
552,660
553,566
554,260
555,136
556,580
557,623
558,210
559,168
560,545
561,10
562,498
563,578
564,122
565,236
566,364
567,49
568,597
569,594
570,416
571,564
572,293
573,695
574,34
575,638
576,497
577,223
578,121
579,600
580,632
581,54
582,190
583,26
584,163
585,669
586,62
587,431
588,157
589,23
590,599
591,582
592,465
593,370
594,169
595,448
596,263
597,87
598,601
599,44
600,124
601,560
602,33
603,326
604,706
605,298
606,656
607,631
608,505
609,213
610,343
611,373
