index,samples
0,75
1,51
2,506
3,305
4,652
5,299
6,463
7,218
8,328
9,678
10,195
11,123
12,578
13,482
14,552
15,85
16,400
17,4
18,272
19,50
20,65
21,439
22,89
23,483
24,561
25,354
26,92
27,68
28,16
29,644
30,344
31,486
32,428
33,114
34,265
35,296
36,311
37,612
38,481
39,553
40,539
41,671
42,529
43,198
44,285
45,7
46,535
47,295
48,54
49,712
50,562
51,97
52,164
53,304
54,478
55,189
56,81
57,323
58,291
59,180
60,653
61,250
62,619
63,461
64,253
65,10
66,302
67,306
68,24
69,260
70,342
71,569
72,78
73,44
74,647
75,410
76,145
77,524
78,251
79,656
80,401
81,165
82,585
83,435
84,327
85,8
86,673
87,452
88,124
89,626
90,508
91,498
92,643
93,232
94,196
95,534
96,293
97,533
98,367
99,0
100,297
101,106
102,651
103,303
104,356
105,457
106,605
107,64
108,34
109,132
110,277
111,257
112,238
113,423
114,79
115,386
116,246
117,685
118,453
119,392
120,309
121,396
122,222
123,363
124,492
125,179
126,538
127,670
128,33
129,162
130,194
131,243
132,355
133,541
134,231
135,120
136,503
137,127
138,63
139,369
140,387
141,557
142,117
143,430
144,662
145,413
146,687
147,136
148,532
149,183
150,584
151,641
152,103
153,173
154,76
155,620
156,715
157,214
158,157
159,484
160,630
161,112
162,586
163,150
164,456
165,159
166,683
167,417
168,416
169,476
170,338
171,575
172,434
173,37
174,256
175,659
176,69
177,324
178,82
179,19
180,237
181,2
182,518
183,440
184,353
185,669
186,146
187,598
188,186
189,403
190,264
191,87
192,490
193,83
194,513
195,349
196,347
197,223
198,249
199,221
200,405
201,381
202,274
203,576
204,491
205,259
206,313
207,487
208,374
209,707
210,359
211,192
212,43
213,469
214,448
215,516
216,208
217,677
218,527
219,618
220,595
221,570
222,15
223,31
224,316
225,458
226,61
227,279
228,424
229,331
230,564
231,14
232,360
233,638
234,362
235,542
236,80
237,319
238,437
239,199
240,694
241,254
242,129
243,379
244,601
245,394
246,142
247,158
248,579
249,70
250,467
251,340
252,20
253,545
254,172
255,215
256,589
257,531
258,163
259,594
260,509
261,321
262,640
263,517
264,357
265,187
266,708
267,225
268,182
269,419
270,131
271,660
272,190
273,676
274,702
275,607
276,330
277,30
278,479
279,460
280,629
281,352
282,443
283,474
284,512
285,616
286,431
287,543
288,268
289,364
290,227
291,696
292,477
293,639
294,191
295,278
296,286
297,406
298,633
299,395
300,88
301,631
302,261
303,240
304,441
305,654
306,262
307,402
308,109
309,42
310,236
311,6
312,568
313,312
314,135
315,17
316,583
317,609
318,429
319,455
320,472
321,525
322,530
323,499
324,514
325,382
326,298
327,255
328,496
329,468
330,693
331,622
332,690
333,86
334,485
335,366
336,645
337,202
338,522
339,713
340,334
341,372
342,547
343,217
344,450
345,118
346,411
347,383
348,228
349,155
350,351
351,555
352,130
353,271
354,307
355,111
356,12
357,200
358,90
359,57
360,650
361,275
362,282
363,705
364,56
365,393
366,668
367,380
368,229
369,108
370,536
371,667
372,343
373,409
374,301
375,245
376,390
377,420
378,588
379,566
380,156
381,332
382,646
383,104
384,375
385,493
386,388
387,627
388,36
389,62
390,565
391,235
392,597
393,18
394,322
395,544
396,67
397,377
398,11
399,174
400,52
401,310
402,60
403,26
404,680
405,137
406,133
407,154
408,126
409,376
410,606
411,520
412,213
413,107
414,143
415,226
416,113
417,617
418,335
419,488
420,203
421,188
422,567
423,28
424,593
425,637
426,623
427,495
428,116
429,320
430,95
431,283
432,563
433,96
434,370
435,46
436,415
437,710
438,454
439,636
440,204
441,93
442,699
443,230
444,55
445,684
446,21
447,709
448,290
449,161
450,47
451,128
452,648
453,692
454,682
455,242
456,665
457,110
458,404
459,100
460,224
461,628
462,247
463,703
464,384
465,591
466,610
467,74
468,167
469,385
470,105
471,473
472,171
473,153
474,526
475,412
476,39
477,427
478,220
479,603
480,170
481,655
482,25
483,436
484,45
485,122
486,689
487,577
488,599
489,139
490,507
491,350
492,697
493,140
494,266
495,276
496,466
497,462
498,711
499,464
500,263
501,706
502,700
503,714
504,433
505,337
506,239
507,600
508,504
509,445
510,219
511,267
512,666
513,688
514,315
515,35
516,5
517,166
518,635
519,658
520,49
521,148
522,289
523,573
524,71
525,336
526,560
527,326
528,193
529,661
530,549
531,465
532,27
533,414
534,572
535,38
536,546
537,212
538,421
539,470
540,438
541,571
542,446
543,318
544,519
545,391
546,371
547,94
548,294
549,679
550,664
551,642
552,317
553,691
554,269
555,169
556,176
557,151
558,574
559,160
560,325
561,602
562,125
563,84
564,210
565,168
566,695
567,447
568,205
569,475
570,185
571,73
572,426
573,611
574,582
575,663
576,505
577,147
578,621
579,115
580,408
581,515
582,149
583,32
584,177
585,592
586,77
587,280
588,119
589,418
590,614
591,587
592,511
593,540
594,181
595,345
596,234
597,556
598,551
599,48
600,216
601,99
602,634
603,59
604,201
605,389
606,521
607,632
608,613
609,152
610,197
611,558
