index,samples
0,568
1,303
2,554
3,523
4,364
5,536
6,75
7,320
8,202
9,22
10,665
11,240
12,594
13,285
14,360
15,332
16,149
17,464
18,638
19,142
20,599
21,475
22,663
23,300
24,60
25,445
26,304
27,407
28,456
29,103
30,244
31,716
32,70
33,144
34,233
35,612
36,688
37,608
38,564
39,489
40,600
41,225
42,603
43,324
44,522
45,609
46,155
47,313
48,713
49,579
50,674
51,555
52,331
53,462
54,645
55,498
56,48
57,631
58,37
59,282
60,411
61,77
62,438
63,30
64,128
65,593
66,367
67,257
68,97
69,164
70,610
71,510
72,207
73,29
74,236
75,45
76,346
77,193
78,223
79,279
80,553
81,210
82,614
83,372
84,412
85,664
86,11
87,329
88,15
89,39
90,44
91,520
92,163
93,169
94,259
95,49
96,211
97,557
98,107
99,534
100,168
101,506
102,549
103,140
104,502
105,567
106,146
107,398
108,512
109,532
110,386
111,642
112,124
113,544
114,317
115,704
116,400
117,362
118,334
119,565
120,673
121,715
122,390
123,625
124,111
125,21
126,157
127,563
128,246
129,620
130,272
131,692
132,63
133,651
134,58
135,460
136,383
137,368
138,113
139,505
140,66
141,684
142,297
143,187
144,238
145,702
146,443
147,501
148,458
149,251
150,495
151,591
152,623
153,448
154,432
155,278
156,183
157,25
158,342
159,392
160,503
161,666
162,518
163,138
164,469
165,34
166,361
167,373
168,54
169,687
170,653
171,41
172,87
173,357
174,31
175,401
176,286
177,709
178,206
179,213
180,171
181,292
182,431
183,203
184,84
185,185
186,699
187,444
188,230
189,463
190,298
191,575
192,102
193,1
194,584
195,359
196,494
197,241
198,339
199,606
200,53
201,12
202,387
203,318
204,186
205,528
206,542
207,425
208,96
209,189
210,621
211,274
212,201
213,538
214,391
215,678
216,694
217,356
218,92
219,301
220,319
221,220
222,256
223,110
224,452
225,104
226,156
227,535
228,184
229,232
230,388
231,174
232,409
233,74
234,229
235,670
236,17
237,122
238,27
239,19
240,507
241,35
242,581
243,451
244,182
245,310
246,682
247,253
248,519
249,562
250,381
251,476
252,705
253,216
254,598
255,0
256,40
257,13
258,18
259,353
260,615
261,26
262,197
263,714
264,685
265,90
266,585
267,112
268,16
269,165
270,9
271,711
272,500
273,376
274,677
275,69
276,192
277,56
278,525
279,80
280,7
281,114
282,119
283,46
284,586
285,399
286,449
287,252
288,478
289,596
290,235
291,338
292,659
293,305
294,363
295,341
296,227
297,51
298,179
299,509
300,296
301,295
302,455
303,115
304,477
305,487
306,289
307,101
308,485
309,32
310,125
311,349
312,701
313,133
314,533
315,446
316,416
317,316
318,582
319,483
320,312
321,354
322,72
323,2
324,343
325,574
326,624
327,374
328,691
329,380
330,473
331,619
332,43
333,340
334,379
335,147
336,86
337,277
338,590
339,572
340,378
341,649
342,36
343,369
344,217
345,637
346,517
347,681
348,350
349,344
350,137
351,100
352,198
353,335
354,131
355,121
356,465
357,188
358,414
359,172
360,695
361,628
362,152
363,62
364,650
365,337
366,689
367,322
368,264
369,239
370,660
371,671
372,85
373,693
374,67
375,472
376,547
377,375
378,633
379,634
380,406
381,690
382,200
383,290
384,433
385,491
386,268
387,326
388,370
389,24
390,419
391,276
392,263
393,161
394,245
395,177
396,656
397,537
398,466
399,468
400,423
401,237
402,299
403,440
404,145
405,231
406,496
407,712
408,675
409,641
410,258
411,123
412,224
413,105
414,321
415,109
416,605
417,262
418,275
419,486
420,150
421,613
422,243
423,260
424,393
425,617
426,61
427,261
428,365
429,351
430,83
431,242
432,396
433,467
434,636
435,616
436,497
437,116
438,427
439,434
440,578
441,403
442,377
443,521
444,669
445,265
446,632
447,435
448,627
449,306
450,543
451,679
452,527
453,442
454,355
455,135
456,10
457,408
458,159
459,323
460,580
461,680
462,311
463,618
464,23
465,14
466,602
467,429
468,556
469,65
470,79
471,583
472,395
473,166
474,302
475,222
476,551
477,126
478,151
479,402
480,461
481,141
482,94
483,640
484,180
485,413
486,560
487,707
488,611
489,191
490,176
491,3
492,453
493,710
494,228
495,481
496,226
497,371
498,382
499,327
500,493
501,158
502,117
503,647
504,550
505,662
506,267
507,291
508,204
509,546
510,308
511,33
512,441
513,219
514,99
515,657
516,646
517,447
518,270
519,668
520,661
521,325
522,129
523,98
524,384
525,686
526,703
527,597
528,397
529,273
530,672
531,93
532,120
533,558
534,281
535,162
536,143
537,59
538,148
539,454
540,559
541,118
542,573
543,254
544,410
545,190
546,604
547,205
548,607
549,588
550,516
551,698
552,566
553,530
554,266
555,697
556,437
557,64
558,420
559,199
560,352
561,511
562,421
563,284
564,492
565,328
566,89
567,652
568,576
569,508
570,173
571,71
572,108
573,592
574,488
575,314
576,269
577,426
578,38
579,436
580,561
581,234
582,28
583,82
584,42
585,482
586,545
587,389
588,47
589,4
590,127
591,336
592,348
593,706
594,280
595,667
596,315
597,288
598,676
599,514
600,417
601,271
602,515
603,644
604,480
605,405
606,587
607,221
608,153
609,643
610,430
611,358
