index,samples
0,568
1,364
2,22
3,601
4,57
5,579
6,655
7,88
8,206
9,255
10,154
11,474
12,594
13,524
14,248
15,178
16,630
17,212
18,285
19,484
20,658
21,334
22,139
23,6
24,708
25,287
26,587
27,457
28,643
29,405
30,515
31,55
32,676
33,439
34,294
35,358
36,626
37,209
38,430
39,153
40,221
41,366
42,644
43,480
44,315
45,415
46,506
47,569
48,482
49,424
50,134
51,622
52,81
53,394
54,266
55,328
56,462
57,345
58,516
59,202
60,417
61,530
62,703
63,511
64,545
65,234
66,52
67,28
68,552
69,698
70,194
71,219
72,573
73,218
74,271
75,652
76,513
77,59
78,672
79,307
80,309
81,352
82,663
83,642
84,189
85,199
86,120
87,384
88,95
89,418
90,662
91,267
92,654
93,65
94,247
95,397
96,325
97,588
98,576
99,126
100,160
101,657
102,162
103,595
104,214
105,158
106,50
107,550
108,467
109,420
110,226
111,254
112,592
113,548
114,667
115,707
116,132
117,64
118,222
119,228
120,4
121,404
122,702
123,470
124,108
125,640
126,454
127,159
128,441
129,498
130,336
131,377
132,508
133,577
134,355
135,191
136,453
137,382
138,130
139,10
140,607
141,558
142,679
143,680
144,564
145,339
146,612
147,423
148,461
149,478
150,700
151,403
152,365
153,269
154,539
155,675
156,426
157,174
158,109
159,135
160,522
161,78
162,646
163,521
164,398
165,117
166,261
167,236
168,613
169,182
170,683
171,504
172,371
173,129
174,367
175,711
176,580
177,308
178,137
179,291
180,402
181,615
182,196
183,215
184,434
185,525
186,148
187,710
188,73
189,348
190,540
191,281
192,410
193,12
194,116
195,250
196,493
197,571
198,697
199,408
200,16
201,322
202,566
203,288
204,99
205,562
206,262
207,284
208,468
209,119
210,258
211,435
212,14
213,712
214,583
215,268
216,265
217,442
218,412
219,385
220,445
221,427
222,668
223,299
224,585
225,208
226,714
227,151
228,682
229,48
230,437
231,532
232,390
233,286
234,106
235,611
236,141
237,91
238,242
239,660
240,232
241,229
242,204
243,302
244,290
245,396
246,23
247,520
248,190
249,143
250,537
251,72
252,632
253,26
254,347
255,517
256,481
257,90
258,526
259,327
260,330
261,263
262,98
263,610
264,378
265,362
266,370
267,350
268,177
269,407
270,688
271,413
272,24
273,170
274,181
275,173
276,256
277,38
278,490
279,486
280,582
281,76
282,303
283,9
284,523
285,5
286,275
287,399
288,491
289,93
290,466
291,379
292,280
293,567
294,326
295,169
296,324
297,414
298,180
299,653
300,45
301,400
302,85
303,249
304,543
305,561
306,94
307,475
308,314
309,363
310,443
311,233
312,213
313,465
314,431
315,351
316,335
317,67
318,282
319,311
320,310
321,301
322,243
323,29
324,200
325,614
326,589
327,421
328,338
329,605
330,535
331,529
332,476
333,636
334,449
335,188
336,692
337,211
338,104
339,499
340,425
341,557
342,436
343,479
344,556
345,75
346,150
347,312
348,217
349,512
350,146
351,570
352,18
353,531
354,541
355,678
356,342
357,225
358,270
359,368
360,68
361,1
362,227
363,633
364,167
365,527
366,136
367,488
368,554
369,645
370,503
371,20
372,555
373,591
374,300
375,528
376,333
377,501
378,696
379,502
380,534
381,279
382,39
383,175
384,96
385,70
386,201
387,306
388,671
389,574
390,186
391,195
392,635
393,629
394,471
395,459
396,332
397,115
398,179
399,509
400,485
401,296
402,295
403,360
404,149
405,455
406,477
407,464
408,101
409,320
410,8
411,289
412,89
413,487
414,185
415,253
416,489
417,252
418,361
419,259
420,432
421,624
422,53
423,155
424,469
425,298
426,590
427,35
428,112
429,100
430,393
431,79
432,597
433,456
434,684
435,602
436,689
437,27
438,344
439,359
440,586
441,553
442,372
443,670
444,666
445,34
446,124
447,411
448,121
449,3
450,193
451,63
452,606
453,563
454,639
455,61
456,664
457,533
458,656
459,422
460,497
461,264
462,176
463,356
464,619
465,161
466,395
467,389
468,131
469,507
470,164
471,603
472,354
473,105
474,438
475,572
476,60
477,604
478,637
479,387
480,257
481,147
482,651
483,581
484,447
485,472
486,251
487,11
488,321
489,305
490,42
491,207
492,391
493,538
494,40
495,331
496,51
497,276
498,49
499,231
500,15
501,650
502,165
503,83
504,241
505,156
506,514
507,316
508,152
509,198
510,450
511,428
512,172
513,142
514,171
515,318
516,690
517,340
518,699
519,235
520,551
521,238
522,58
523,323
524,297
525,110
526,617
527,71
528,694
529,127
530,25
531,138
532,19
533,43
534,578
535,184
536,716
537,107
538,17
539,21
540,102
541,293
542,494
543,317
544,274
545,304
546,565
547,283
548,673
549,157
550,343
551,559
552,86
553,616
554,409
555,406
556,599
557,492
558,244
559,625
560,33
561,87
562,123
563,608
564,223
565,623
566,463
567,74
568,197
569,32
570,596
571,536
572,272
573,376
574,46
575,230
576,446
577,380
578,419
579,240
580,329
581,542
582,125
583,713
584,575
585,686
586,440
587,369
588,510
589,319
590,705
591,560
592,122
593,429
594,273
595,47
596,205
597,648
598,706
599,661
600,451
601,691
602,627
603,665
604,277
605,620
606,224
607,144
608,118
609,166
610,496
611,373
