index,samples
0,371
1,650
2,469
3,349
4,116
5,255
6,47
7,502
8,508
9,700
10,412
11,523
12,642
13,341
14,498
15,322
16,588
17,383
18,674
19,299
20,356
21,447
22,531
23,25
24,662
25,162
26,417
27,376
28,442
29,385
30,628
31,459
32,418
33,352
34,209
35,707
36,493
37,687
38,536
39,222
40,161
41,644
42,35
43,346
44,228
45,226
46,62
47,562
48,335
49,156
50,424
51,124
52,188
53,633
54,344
55,698
56,40
57,670
58,491
59,535
60,94
61,518
62,0
63,12
64,482
65,133
66,7
67,389
68,266
69,509
70,504
71,479
72,220
73,208
74,36
75,432
76,23
77,350
78,78
79,139
80,351
81,636
82,153
83,394
84,641
85,471
86,154
87,319
88,46
89,191
90,109
91,119
92,318
93,458
94,361
95,677
96,104
97,691
98,587
99,146
100,238
101,187
102,420
103,490
104,308
105,71
106,580
107,353
108,311
109,682
110,449
111,701
112,510
113,712
114,240
115,521
116,218
117,664
118,517
119,686
120,565
121,31
122,38
123,176
124,72
125,118
126,415
127,138
128,703
129,539
130,345
131,704
132,577
133,91
134,573
135,132
136,365
137,657
138,41
139,372
140,278
141,293
142,690
143,552
144,406
145,617
146,198
147,564
148,242
149,268
150,86
151,374
152,409
153,590
154,500
155,283
156,386
157,453
158,214
159,595
160,375
161,554
162,370
163,675
164,163
165,503
166,69
167,336
168,234
169,693
170,103
171,185
172,430
173,65
174,263
175,151
176,360
177,559
178,462
179,52
180,21
181,88
182,639
183,315
184,121
185,688
186,525
187,95
188,306
189,692
190,499
191,481
192,547
193,563
194,616
195,488
196,576
197,96
198,169
199,310
200,203
201,180
202,416
203,312
204,100
205,152
206,79
207,358
208,710
209,534
210,572
211,605
212,300
213,316
214,245
215,17
216,22
217,61
218,113
219,667
220,329
221,57
222,505
223,463
224,32
225,557
226,583
227,252
228,716
229,70
230,629
231,99
232,673
233,309
234,672
235,487
236,541
237,74
238,407
239,395
240,231
241,419
242,414
243,398
244,445
245,368
246,5
247,439
248,67
249,331
250,54
251,44
252,125
253,239
254,545
255,373
256,49
257,648
258,429
259,206
260,334
261,465
262,530
263,294
264,296
265,622
266,450
267,195
268,288
269,68
270,515
271,422
272,597
273,652
274,436
275,223
276,194
277,186
278,14
279,43
280,130
281,196
282,614
283,136
284,569
285,55
286,270
287,277
288,511
289,107
290,343
291,600
292,627
293,87
294,575
295,259
296,524
297,626
298,654
299,313
300,18
301,474
302,284
303,302
304,42
305,254
306,97
307,150
308,217
309,512
310,108
311,425
312,585
313,265
314,378
315,434
316,423
317,589
318,706
319,26
320,568
321,48
322,606
323,475
324,216
325,507
326,249
327,179
328,219
329,148
330,405
331,444
332,397
333,655
334,141
335,485
336,75
337,702
338,684
339,381
340,624
341,367
342,184
343,66
344,451
345,182
346,13
347,262
348,713
349,527
350,137
351,29
352,567
353,694
354,280
355,601
356,401
357,292
358,396
359,291
360,147
361,102
362,289
363,301
364,328
365,526
366,211
367,669
368,714
369,303
370,387
371,11
372,229
373,435
374,699
375,596
376,77
377,24
378,269
379,64
380,620
381,548
382,594
383,9
384,663
385,630
386,332
387,131
388,317
389,599
390,556
391,224
392,632
393,85
394,80
395,192
396,532
397,602
398,128
399,34
400,170
401,408
402,15
403,105
404,142
405,155
406,608
407,297
408,715
409,610
410,73
411,519
412,264
413,472
414,413
415,546
416,466
417,281
418,143
419,279
420,140
421,402
422,45
423,50
424,256
425,258
426,592
427,464
428,611
429,171
430,273
431,494
432,92
433,134
434,37
435,2
436,660
437,369
438,656
439,285
440,613
441,483
442,391
443,84
444,6
445,461
446,399
447,513
448,227
449,122
450,305
451,8
452,164
453,232
454,193
455,260
456,207
457,609
458,433
459,555
460,533
461,158
462,570
463,571
464,20
465,392
466,477
467,202
468,81
469,271
470,28
471,357
472,342
473,584
474,253
475,697
476,235
477,579
478,157
479,708
480,480
481,117
482,27
483,247
484,607
485,167
486,382
487,326
488,364
489,30
490,591
491,553
492,200
493,298
494,324
495,528
496,320
497,338
498,683
499,123
500,671
501,558
502,440
503,665
504,647
505,637
506,578
507,257
508,172
509,520
510,388
511,144
512,438
513,561
514,250
515,460
516,640
517,529
518,549
519,173
520,83
521,603
522,246
523,177
524,443
525,39
526,347
527,165
528,486
529,551
530,63
531,593
532,681
533,93
534,19
535,455
536,210
537,476
538,359
539,230
540,598
541,110
542,484
543,666
544,282
545,120
546,492
547,363
548,76
549,437
550,678
551,348
552,215
553,604
554,4
555,456
556,457
557,411
558,337
559,467
560,638
561,307
562,380
563,98
564,197
565,339
566,106
567,354
568,538
569,489
570,135
571,393
572,275
573,178
574,522
575,446
576,711
577,473
578,3
579,621
580,251
581,333
582,501
583,540
584,379
585,377
586,56
587,189
588,384
589,53
590,542
591,362
592,236
593,213
594,366
595,243
596,16
597,514
598,680
599,295
600,574
601,679
602,321
603,696
604,581
605,221
606,497
607,181
608,325
609,1
610,355
611,495
