index,samples
0,327
1,32
2,263
3,4
4,489
5,268
6,57
7,680
8,10
9,515
10,423
11,657
12,47
13,545
14,347
15,313
16,162
17,79
18,595
19,612
20,62
21,512
22,405
23,118
24,46
25,384
26,435
27,362
28,521
29,667
30,73
31,336
32,540
33,9
34,30
35,689
36,685
37,213
38,364
39,376
40,673
41,415
42,120
43,33
44,603
45,671
46,331
47,301
48,322
49,442
50,55
51,699
52,628
53,218
54,541
55,127
56,311
57,43
58,575
59,356
60,698
61,716
62,133
63,259
64,342
65,288
66,37
67,514
68,165
69,176
70,695
71,656
72,524
73,686
74,517
75,350
76,200
77,258
78,684
79,0
80,71
81,335
82,282
83,39
84,171
85,459
86,613
87,224
88,138
89,503
90,113
91,616
92,363
93,630
94,54
95,527
96,557
97,436
98,385
99,23
100,208
101,265
102,661
103,498
104,270
105,478
106,229
107,353
108,12
109,563
110,192
111,124
112,107
113,386
114,214
115,368
116,378
117,700
118,690
119,85
120,296
121,125
122,538
123,256
124,17
125,537
126,705
127,591
128,497
129,668
130,194
131,649
132,142
133,694
134,665
135,652
136,34
137,284
138,153
139,274
140,635
141,677
142,683
143,382
144,262
145,535
146,227
147,479
148,292
149,704
150,16
151,584
152,22
153,60
154,471
155,421
156,94
157,261
158,427
159,182
160,136
161,244
162,375
163,426
164,586
165,519
166,330
167,391
168,551
169,24
170,522
171,168
172,681
173,87
174,319
175,634
176,302
177,304
178,150
179,531
180,445
181,602
182,81
183,186
184,511
185,326
186,550
187,578
188,437
189,82
190,271
191,702
192,582
193,305
194,496
195,74
196,392
197,234
198,402
199,507
200,670
201,287
202,631
203,276
204,97
205,59
206,147
207,492
208,248
209,149
210,95
211,349
212,555
213,638
214,93
215,199
216,390
217,314
218,400
219,566
220,101
221,365
222,237
223,444
224,623
225,577
226,193
227,180
228,454
229,279
230,267
231,316
232,599
233,275
234,108
235,414
236,308
237,266
238,264
239,569
240,428
241,701
242,58
243,11
244,604
245,286
246,501
247,568
248,72
249,651
250,666
251,510
252,209
253,144
254,658
255,713
256,201
257,627
258,648
259,451
260,241
261,187
262,159
263,294
264,160
265,157
266,703
267,357
268,272
269,66
270,439
271,103
272,210
273,624
274,51
275,69
276,470
277,29
278,425
279,152
280,518
281,404
282,249
283,329
284,6
285,641
286,452
287,15
288,583
289,303
290,145
291,560
292,401
293,552
294,573
295,458
296,710
297,629
298,585
299,473
300,216
301,190
302,714
303,102
304,676
305,188
306,370
307,543
308,290
309,465
310,68
311,344
312,195
313,626
314,460
315,461
316,374
317,675
318,434
319,324
320,105
321,96
322,706
323,126
324,620
325,506
326,211
327,109
328,111
329,230
330,225
331,682
332,164
333,260
334,696
335,499
336,239
337,77
338,31
339,647
340,659
341,508
342,567
343,86
344,13
345,148
346,367
347,608
348,312
349,532
350,610
351,447
352,64
353,323
354,488
355,533
356,115
357,240
358,494
359,128
360,340
361,580
362,35
363,269
364,708
365,462
366,151
367,369
368,590
369,662
370,104
371,697
372,637
373,167
374,89
375,1
376,544
377,221
378,325
379,205
380,175
381,574
382,114
383,355
384,495
385,181
386,581
387,403
388,129
389,166
390,431
391,75
392,625
393,388
394,289
395,482
396,679
397,645
398,90
399,273
400,523
401,528
402,534
403,45
404,654
405,424
406,520
407,500
408,372
409,343
410,712
411,622
412,539
413,709
414,480
415,509
416,642
417,408
418,283
419,139
420,121
421,396
422,417
423,556
424,672
425,525
426,406
427,619
428,516
429,448
430,36
431,170
432,564
433,422
434,536
435,191
436,579
437,358
438,530
439,615
440,707
441,387
442,633
443,174
444,25
445,293
446,468
447,597
448,132
449,693
450,332
451,131
452,219
453,481
454,687
455,277
456,664
457,474
458,449
459,419
460,65
461,18
462,334
463,547
464,26
465,600
466,606
467,587
468,660
469,91
470,526
471,617
472,477
473,655
474,2
475,416
476,231
477,156
478,255
479,80
480,297
481,52
482,183
483,383
484,663
485,38
486,691
487,310
488,100
489,643
490,493
491,715
492,412
493,146
494,202
495,204
496,565
497,99
498,351
499,398
500,242
501,576
502,252
503,198
504,143
505,185
506,653
507,49
508,373
509,119
510,644
511,505
512,5
513,553
514,674
515,420
516,19
517,455
518,450
519,306
520,154
521,453
522,361
523,554
524,463
525,395
526,155
527,281
528,640
529,504
530,413
531,409
532,70
533,317
534,328
535,433
536,50
537,161
538,196
539,212
540,389
541,134
542,469
543,28
544,222
545,394
546,44
547,559
548,67
549,41
550,300
551,546
552,123
553,341
554,220
555,485
556,352
557,632
558,464
559,609
560,669
561,238
562,646
563,203
564,56
565,232
566,245
567,490
568,48
569,21
570,457
571,688
572,309
573,280
574,601
575,254
576,639
577,250
578,711
579,379
580,98
581,3
582,163
583,678
584,636
585,189
586,320
587,27
588,207
589,393
590,618
591,321
592,116
593,614
594,467
595,233
596,443
597,348
598,333
599,548
600,251
601,589
602,360
603,371
604,491
605,112
606,593
607,172
608,484
609,529
610,246
611,571
