index,samples
0,299
1,278
2,308
3,388
4,346
5,321
6,325
7,305
8,268
9,87
10,60
11,377
12,391
13,222
14,242
15,67
16,108
17,86
18,39
19,329
20,412
21,118
22,33
23,91
24,30
25,156
26,122
27,16
28,349
29,54
30,99
31,357
32,275
33,81
34,370
35,282
36,138
37,11
38,208
39,413
40,38
41,185
42,254
43,310
44,24
45,358
46,176
47,382
48,171
49,19
50,92
51,157
52,13
53,89
54,88
55,397
56,75
57,34
58,63
59,389
60,28
61,293
62,76
63,228
64,368
65,361
66,178
67,350
68,172
69,144
70,237
71,101
72,120
73,143
74,379
75,319
76,369
77,276
78,170
79,40
80,274
81,29
82,147
83,333
84,180
85,7
86,64
87,0
88,189
89,292
90,381
91,281
92,205
93,259
94,211
95,306
96,131
97,250
98,26
99,378
100,236
101,200
102,342
103,112
104,116
105,296
106,221
107,406
108,55
109,105
110,66
111,159
112,5
113,355
114,167
115,385
116,384
117,218
118,44
119,245
120,404
121,25
122,188
123,202
124,50
125,326
126,407
127,123
128,148
129,70
130,311
131,207
132,49
133,121
134,374
135,291
136,154
137,327
138,98
139,61
140,383
141,22
142,316
143,110
144,135
145,219
146,209
147,210
148,119
149,190
150,340
151,314
152,12
153,113
154,10
155,35
156,9
157,97
158,134
159,48
160,313
161,344
162,249
163,280
164,258
165,164
166,240
167,266
168,298
169,270
170,362
171,238
172,376
173,73
174,90
175,3
176,324
177,247
178,352
179,36
180,405
181,184
182,337
183,168
184,155
185,393
186,286
187,261
188,175
189,265
190,220
191,402
192,124
193,195
194,287
195,45
196,239
197,263
198,302
199,145
200,212
201,300
202,396
203,56
204,111
205,117
206,129
207,4
208,347
209,375
210,335
211,183
212,269
213,201
214,203
215,21
216,77
217,74
218,289
219,234
220,409
221,27
222,187
223,193
224,216
225,246
226,279
227,356
228,95
229,204
230,331
231,398
232,14
233,262
234,215
235,69
236,288
237,6
238,149
239,58
240,151
241,226
242,43
243,283
244,146
245,2
246,41
247,47
248,273
249,408
250,354
251,330
252,277
253,294
254,80
255,78
256,126
257,231
258,93
259,297
260,359
261,255
262,31
263,360
264,235
265,399
266,372
267,284
268,136
269,65
270,94
271,62
272,334
273,153
274,57
275,267
276,59
277,336
278,181
279,363
280,241
281,367
282,223
283,386
284,366
285,102
286,32
287,317
288,364
289,307
290,345
291,132
292,400
293,343
294,163
295,198
296,414
297,52
298,252
299,133
300,373
301,197
302,285
303,100
304,328
305,257
306,196
307,166
308,177
309,107
310,243
311,390
312,161
313,103
314,251
315,15
316,106
317,169
318,244
319,72
320,128
321,232
322,162
323,84
324,82
325,403
326,233
327,227
328,214
329,18
330,304
331,213
332,353
333,23
334,71
335,20
336,318
337,315
338,301
339,338
340,17
341,271
342,401
343,186
344,115
345,68
346,248
347,79
348,264
349,83
350,229
351,323
352,387
353,96
354,199
355,179
356,217
357,109
358,130
359,8
360,173
361,272
362,152
363,295
364,158
365,351
366,380
367,127
368,309
369,225
370,365
371,320
372,165
373,1
374,160
375,224
376,53
377,230
378,140
379,411
380,85
381,322
382,51
383,150
384,142
385,137
386,394
387,256
388,303
389,339
390,371
391,348
392,194
393,125
394,114
395,192
396,46
397,139
398,182
399,392
400,260
401,341
402,42
403,253
404,395
405,410
406,332
407,312
408,174
409,206
410,290
411,104
412,37
413,141
414,191
