index,samples
0,344
1,271
2,412
3,367
4,313
5,132
6,296
7,310
8,364
9,390
10,229
11,92
12,299
13,118
14,371
15,33
16,356
17,283
18,6
19,292
20,94
21,88
22,386
23,248
24,182
25,75
26,147
27,288
28,193
29,74
30,403
31,73
32,30
33,233
34,18
35,15
36,34
37,361
38,100
39,391
40,93
41,332
42,127
43,9
44,290
45,221
46,124
47,2
48,404
49,133
50,77
51,237
52,301
53,359
54,411
55,153
56,381
57,12
58,337
59,128
60,162
61,71
62,22
63,407
64,26
65,194
66,275
67,37
68,68
69,204
70,279
71,3
72,168
73,51
74,98
75,252
76,152
77,306
78,144
79,189
80,43
81,269
82,106
83,224
84,291
85,164
86,375
87,60
88,297
89,227
90,44
91,183
92,84
93,268
94,173
95,113
96,240
97,378
98,50
99,382
100,165
101,325
102,149
103,226
104,208
105,250
106,42
107,55
108,122
109,53
110,1
111,27
112,333
113,192
114,187
115,90
116,69
117,282
118,82
119,369
120,143
121,121
122,83
123,357
124,374
125,312
126,179
127,59
128,309
129,188
130,365
131,52
132,345
133,79
134,341
135,166
136,231
137,146
138,402
139,178
140,155
141,258
142,350
143,362
144,125
145,379
146,19
147,285
148,185
149,257
150,20
151,315
152,96
153,114
154,254
155,363
156,61
157,80
158,266
159,76
160,241
161,4
162,409
163,156
164,320
165,385
166,327
167,322
168,255
169,377
170,242
171,264
172,373
173,336
174,270
175,5
176,134
177,396
178,389
179,31
180,307
181,388
182,353
183,14
184,212
185,343
186,115
187,383
188,201
189,176
190,245
191,222
192,119
193,70
194,334
195,186
196,225
197,13
198,319
199,109
200,135
201,394
202,352
203,413
204,261
205,286
206,181
207,211
208,294
209,161
210,41
211,159
212,65
213,215
214,150
215,169
216,85
217,38
218,235
219,56
220,278
221,230
222,24
223,387
224,210
225,328
226,64
227,0
228,324
229,91
230,335
231,48
232,200
233,72
234,207
235,267
236,277
237,105
238,414
239,49
240,360
241,392
242,17
243,174
244,104
245,262
246,300
247,398
248,36
249,348
250,368
251,293
252,157
253,46
254,196
255,247
256,220
257,209
258,251
259,167
260,280
261,63
262,7
263,35
264,234
265,170
266,243
267,141
268,171
269,340
270,323
271,265
272,399
273,10
274,214
275,236
276,197
277,123
278,203
279,330
280,58
281,89
282,408
283,23
284,45
285,213
286,142
287,259
288,358
289,163
290,395
291,97
292,145
293,326
294,202
295,376
296,177
297,347
298,180
299,393
300,160
301,256
302,298
303,274
304,62
305,175
306,287
307,276
308,11
309,148
310,217
311,318
312,130
313,223
314,295
315,349
316,140
317,95
318,339
319,401
320,219
321,244
322,67
323,158
324,40
325,260
326,154
327,272
328,198
329,99
330,21
331,8
332,400
333,380
334,54
335,308
336,87
337,57
338,199
339,112
340,205
341,116
342,232
343,47
344,28
345,78
346,151
347,103
348,86
349,263
350,346
351,302
352,195
353,384
354,238
355,102
356,136
357,120
358,329
359,331
360,410
361,218
362,246
363,190
364,25
365,126
366,397
367,370
368,216
369,305
370,117
371,355
372,366
373,289
374,239
375,184
376,172
377,111
378,138
379,338
380,284
381,16
382,29
383,137
384,304
385,372
386,129
387,281
388,108
389,317
390,342
391,249
392,107
393,131
394,32
395,206
396,314
397,66
398,191
399,39
400,228
401,354
402,110
403,139
404,406
405,311
406,81
407,303
408,351
409,273
410,321
411,316
412,101
413,405
414,253
