index,samples
0,271
1,18
2,379
3,283
4,98
5,308
6,327
7,342
8,361
9,351
10,133
11,384
12,174
13,217
14,411
15,128
16,394
17,32
18,8
19,299
20,298
21,232
22,198
23,328
24,84
25,252
26,150
27,338
28,93
29,397
30,169
31,323
32,125
33,63
34,105
35,208
36,127
37,344
38,383
39,197
40,188
41,209
42,44
43,124
44,393
45,9
46,229
47,103
48,336
49,114
50,70
51,402
52,200
53,56
54,29
55,400
56,374
57,295
58,178
59,247
60,297
61,278
62,281
63,138
64,106
65,373
66,254
67,322
68,241
69,395
70,226
71,11
72,310
73,71
74,372
75,59
76,326
77,154
78,340
79,318
80,137
81,19
82,54
83,27
84,348
85,360
86,66
87,192
88,221
89,358
90,380
91,159
92,115
93,149
94,166
95,201
96,242
97,136
98,43
99,240
100,190
101,155
102,181
103,0
104,74
105,152
106,412
107,161
108,172
109,24
110,258
111,363
112,307
113,223
114,147
115,244
116,251
117,2
118,92
119,368
120,187
121,118
122,215
123,120
124,370
125,391
126,206
127,260
128,95
129,392
130,94
131,5
132,285
133,162
134,116
135,145
136,382
137,362
138,386
139,55
140,288
141,31
142,33
143,65
144,256
145,263
146,21
147,97
148,230
149,191
150,101
151,282
152,126
153,270
154,212
155,26
156,399
157,171
158,385
159,284
160,141
161,82
162,301
163,280
164,365
165,156
166,195
167,366
168,179
169,158
170,112
171,146
172,329
173,99
174,183
175,50
176,113
177,396
178,337
179,42
180,320
181,216
182,121
183,186
184,339
185,52
186,143
187,387
188,160
189,199
190,275
191,90
192,87
193,287
194,345
195,194
196,267
197,332
198,343
199,177
200,293
201,413
202,62
203,3
204,319
205,100
206,227
207,182
208,369
209,25
210,164
211,357
212,148
213,291
214,218
215,371
216,122
217,88
218,350
219,243
220,17
221,265
222,219
223,292
224,290
225,404
226,257
227,1
228,75
229,354
230,81
231,389
232,220
233,85
234,12
235,286
236,274
237,205
238,67
239,134
240,13
241,250
242,73
243,129
244,83
245,331
246,398
247,236
248,213
249,68
250,72
251,15
252,7
253,238
254,272
255,261
256,46
257,355
258,176
259,266
260,306
261,311
262,312
263,294
264,304
265,189
266,36
267,346
268,64
269,151
270,289
271,239
272,264
273,170
274,233
275,91
276,40
277,16
278,61
279,406
280,364
281,135
282,165
283,144
284,269
285,300
286,211
287,38
288,35
289,222
290,77
291,249
292,53
293,60
294,203
295,37
296,376
297,47
298,185
299,408
300,23
301,409
302,14
303,316
304,86
305,341
306,22
307,353
308,375
309,405
310,276
311,76
312,111
313,246
314,163
315,193
316,140
317,403
318,28
319,131
320,153
321,96
322,30
323,401
324,407
325,107
326,359
327,10
328,58
329,204
330,139
331,57
332,184
333,262
334,214
335,51
336,253
337,248
338,180
339,317
340,324
341,210
342,356
343,388
344,234
345,245
346,48
347,45
348,119
349,335
350,333
351,367
352,196
353,49
354,41
355,347
356,104
357,142
358,268
359,390
360,20
361,378
362,414
363,225
364,255
365,168
366,305
367,89
368,102
369,235
370,410
371,334
372,231
373,202
374,315
375,377
376,207
377,34
378,6
379,302
380,79
381,330
382,381
383,279
384,296
385,117
386,175
387,321
388,259
389,78
390,224
391,157
392,109
393,325
394,110
395,349
396,69
397,309
398,39
399,4
400,273
401,228
402,314
403,80
404,237
405,108
406,130
407,167
408,352
409,303
410,173
411,123
412,132
413,277
414,313
