index,samples
0,299
1,278
2,76
3,225
4,202
5,379
6,120
7,143
8,188
9,398
10,385
11,361
12,341
13,201
14,218
15,47
16,306
17,375
18,395
19,334
20,55
21,90
22,390
23,242
24,131
25,115
26,344
27,312
28,173
29,245
30,323
31,276
32,181
33,236
34,211
35,234
36,144
37,358
38,331
39,345
40,183
41,199
42,204
43,100
44,119
45,61
46,165
47,253
48,87
49,84
50,29
51,314
52,342
53,220
54,136
55,200
56,132
57,193
58,371
59,164
60,63
61,294
62,118
63,263
64,302
65,177
66,169
67,406
68,88
69,305
70,249
71,319
72,137
73,98
74,284
75,304
76,114
77,154
78,195
79,228
80,71
81,94
82,14
83,252
84,224
85,393
86,270
87,343
88,54
89,328
90,103
91,244
92,405
93,162
94,362
95,38
96,96
97,227
98,394
99,0
100,21
101,281
102,298
103,160
104,140
105,62
106,58
107,340
108,380
109,4
110,74
111,275
112,254
113,288
114,79
115,363
116,215
117,163
118,226
119,232
120,89
121,102
122,148
123,354
124,72
125,150
126,279
127,167
128,268
129,111
130,7
131,142
132,388
133,206
134,128
135,192
136,271
137,346
138,349
139,197
140,152
141,43
142,182
143,364
144,5
145,57
146,158
147,13
148,135
149,49
150,377
151,124
152,113
153,338
154,309
155,327
156,52
157,355
158,313
159,126
160,168
161,85
162,214
163,365
164,293
165,316
166,22
167,411
168,25
169,155
170,384
171,187
172,133
173,156
174,18
175,330
176,46
177,34
178,209
179,110
180,303
181,286
182,32
183,185
184,264
185,146
186,407
187,235
188,337
189,56
190,12
191,159
192,174
193,23
194,332
195,66
196,352
197,125
198,318
199,347
200,59
201,387
202,376
203,357
204,287
205,208
206,221
207,41
208,321
209,178
210,121
211,326
212,368
213,26
214,408
215,389
216,112
217,44
218,374
219,257
220,77
221,51
222,15
223,189
224,40
225,246
226,409
227,237
228,348
229,277
230,261
231,161
232,67
233,250
234,203
235,8
236,373
237,217
238,248
239,95
240,37
241,324
242,194
243,290
244,238
245,219
246,36
247,153
248,134
249,109
250,186
251,266
252,256
253,91
254,180
255,207
256,175
257,39
258,267
259,6
260,356
261,172
262,73
263,70
264,399
265,401
266,48
267,255
268,370
269,78
270,333
271,247
272,307
273,2
274,107
275,213
276,239
277,139
278,350
279,3
280,166
281,117
282,382
283,243
284,296
285,205
286,229
287,1
288,265
289,68
290,170
291,258
292,123
293,359
294,97
295,262
296,259
297,366
298,282
299,30
300,9
301,260
302,414
303,413
304,31
305,171
306,222
307,274
308,391
309,35
310,381
311,53
312,129
313,315
314,149
315,367
316,289
317,190
318,322
319,360
320,50
321,412
322,16
323,311
324,20
325,223
326,325
327,11
328,292
329,378
330,81
331,33
332,317
333,83
334,138
335,17
336,410
337,400
338,27
339,392
340,397
341,42
342,191
343,10
344,92
345,60
346,116
347,151
348,108
349,106
350,386
351,396
352,301
353,300
354,310
355,179
356,369
357,157
358,216
359,28
360,353
361,329
362,230
363,147
364,86
365,127
366,198
367,69
368,122
369,99
370,297
371,93
372,291
373,184
374,75
375,176
376,403
377,212
378,351
379,80
380,269
381,402
382,64
383,372
384,383
385,231
386,308
387,65
388,251
389,145
390,280
391,104
392,339
393,320
394,24
395,285
396,233
397,196
398,295
399,19
400,210
401,45
402,404
403,101
404,335
405,141
406,273
407,241
408,130
409,105
410,82
411,240
412,336
413,283
414,272
