index,train-error,test-error,time
0,0.9526143790849673,0.9607843137254902,0.0
1,0.9330065359477124,0.9313725490196079,0.017899262999998555
2,0.880718954248366,0.9411764705882353,0.015289047000001332
3,0.892156862745098,0.9019607843137255,0.018557536000001207
4,0.8611111111111112,0.8970588235294118,0.015834045000000074
5,0.8643790849673203,0.8823529411764706,0.015256132999999394
6,0.8496732026143791,0.8627450980392157,0.021259283000000906
7,0.8545751633986928,0.8333333333333334,0.012852786999999921
8,0.8627450980392157,0.857843137254902,0.014080683999999621
9,0.8284313725490196,0.803921568627451,0.01819225499999888
10,0.8300653594771241,0.8480392156862745,0.022678500000001378
11,0.8186274509803921,0.8431372549019608,0.017290438999999935
12,0.8251633986928104,0.8382352941176471,0.015023950999999869
13,0.826797385620915,0.8431372549019608,0.021192730000000992
14,0.8218954248366013,0.8431372549019608,0.013364854999998954
15,0.8235294117647058,0.8529411764705882,0.02443613999999883
16,0.8186274509803921,0.8382352941176471,0.01631947000000089
17,0.8104575163398693,0.8431372549019608,0.01598627699999966
18,0.7810457516339869,0.8137254901960784,0.016027236999999417
19,0.7696078431372549,0.8137254901960784,0.01729029300000029
20,0.7581699346405228,0.803921568627451,0.012560574000000102
21,0.7647058823529411,0.8088235294117647,0.019232710000000708
22,0.7630718954248366,0.8088235294117647,0.01618076399999957
23,0.75,0.7990196078431373,0.01514600999999871
24,0.7516339869281046,0.7892156862745098,0.020993400000001827
25,0.7630718954248366,0.7990196078431373,0.01396536400000059
26,0.7647058823529411,0.7990196078431373,0.010000315999999287
27,0.7352941176470589,0.7892156862745098,0.016365488000001704
28,0.7483660130718954,0.7941176470588236,0.015494509000003376
29,0.7352941176470589,0.7843137254901961,0.011257239000002528
30,0.7401960784313726,0.7843137254901961,0.015197949999997462
31,0.75,0.7794117647058824,0.016879769999999183
32,0.7483660130718954,0.7794117647058824,0.02010053700000114
33,0.7320261437908497,0.7549019607843137,0.020164865999998227
34,0.727124183006536,0.7598039215686274,0.01849218999999991
35,0.7222222222222222,0.7794117647058824,0.01319601499999834
36,0.7254901960784313,0.7843137254901961,0.017502034999999694
37,0.7156862745098039,0.7892156862745098,0.02202169100000262
38,0.7140522875816994,0.7941176470588236,0.013367444000000006
39,0.7140522875816994,0.7941176470588236,0.014837046000000242
40,0.7189542483660131,0.8088235294117647,0.020743116000002004
41,0.7189542483660131,0.7892156862745098,0.022068045000001035
42,0.7173202614379085,0.7941176470588236,0.01575361700000144
43,0.7107843137254901,0.7745098039215687,0.015026246999997994
44,0.696078431372549,0.7794117647058824,0.015386784999996905
45,0.696078431372549,0.7794117647058824,0.01245938599999974
46,0.696078431372549,0.7843137254901961,0.018064109999997413
47,0.696078431372549,0.7745098039215687,0.026526183000001424
48,0.6977124183006536,0.7843137254901961,0.01709324700000181
49,0.6993464052287581,0.7745098039215687,0.02013043499999867
50,0.7042483660130718,0.75,0.017331866999999335
51,0.6879084967320261,0.7156862745098039,0.02104206499999961
52,0.6862745098039216,0.7254901960784313,0.02076951599999788
53,0.6944444444444444,0.7352941176470589,0.01856400899999855
54,0.6911764705882353,0.7352941176470589,0.02246769599999965
55,0.6813725490196079,0.7352941176470589,0.0203604420000012
56,0.6813725490196079,0.7352941176470589,0.018811877000000976
57,0.6781045751633987,0.7352941176470589,0.014013497000000541
58,0.6764705882352942,0.7352941176470589,0.02154257000000115
59,0.6666666666666667,0.7401960784313726,0.013688886000000622
60,0.6568627450980392,0.7450980392156863,0.012943929000002186
61,0.6584967320261438,0.7401960784313726,0.02305695699999788
62,0.6535947712418301,0.7450980392156863,0.013834000999999319
63,0.6470588235294117,0.75,0.015205977000000814
64,0.6437908496732025,0.7352941176470589,0.022014642999998557
65,0.6437908496732025,0.7401960784313726,0.01692492499999787
66,0.6470588235294117,0.7303921568627452,0.018016724999998956
67,0.6454248366013071,0.7303921568627452,0.027903999999999485
68,0.6405228758169934,0.7303921568627452,0.015407648000000052
69,0.6437908496732025,0.7303921568627452,0.018818561999999872
