index,train-error,test-error,time
0,0.9542168674698795,0.9712230215827338,0.0
1,0.9325301204819277,0.9424460431654677,0.012792000000000137
2,0.9301204819277108,0.9712230215827338,0.03945299999999996
3,0.9132530120481928,0.9640287769784173,4.062603
4,0.8361445783132531,0.8920863309352518,5.975948999999998
5,0.8024096385542169,0.8633093525179856,4.386051000000002
6,0.8048192771084337,0.8633093525179856,4.741389999999999
7,0.8313253012048193,0.8633093525179856,4.195443000000001
8,0.8168674698795181,0.8920863309352518,4.3682260000000035
9,0.8048192771084337,0.8848920863309353,3.1471579999999975
10,0.7542168674698795,0.8345323741007195,4.599824000000005
11,0.7397590361445783,0.8273381294964028,4.942639
12,0.7542168674698795,0.841726618705036,3.7424549999999996
13,0.7542168674698795,0.7985611510791367,5.907243999999999
14,0.7518072289156627,0.7985611510791367,6.053235999999998
15,0.7542168674698795,0.8057553956834532,5.882639999999995
16,0.7590361445783133,0.7913669064748201,5.5218750000000085
17,0.763855421686747,0.8129496402877698,5.935873000000001
18,0.7855421686746988,0.8273381294964028,6.330231999999995
19,0.7855421686746988,0.8345323741007195,4.4773349999999965
20,0.7807228915662651,0.8201438848920863,6.207551999999993
21,0.7783132530120482,0.8273381294964028,5.102527999999992
22,0.7710843373493976,0.8273381294964028,5.7020140000000055
23,0.7734939759036145,0.8489208633093526,6.401607999999996
24,0.7686746987951807,0.8489208633093526,6.491159999999994
25,0.7734939759036145,0.8561151079136691,6.174305999999987
26,0.7590361445783133,0.8633093525179856,6.422017000000011
27,0.7566265060240964,0.8345323741007195,6.119011999999998
28,0.7542168674698795,0.841726618705036,6.015106000000003
29,0.7253012048192771,0.841726618705036,5.879881000000012
30,0.7228915662650602,0.8345323741007195,6.181286
31,0.7253012048192771,0.8345323741007195,5.928501000000011
32,0.7204819277108434,0.8489208633093526,6.235829999999993
33,0.7204819277108434,0.841726618705036,6.866156000000018
34,0.7132530120481928,0.841726618705036,6.680891000000003
35,0.7108433734939759,0.841726618705036,4.827288999999979
36,0.7132530120481928,0.8489208633093526,6.708572000000004
37,0.7132530120481928,0.8489208633093526,7.602802999999994
38,0.7012048192771084,0.8273381294964028,5.4863949999999875
39,0.7012048192771084,0.8345323741007195,5.071949999999987
40,0.6987951807228916,0.8273381294964028,7.988252000000017
41,0.6963855421686747,0.8201438848920863,7.864722999999998
42,0.691566265060241,0.8201438848920863,6.502259999999978
43,0.6867469879518072,0.8129496402877698,6.677685999999994
44,0.6819277108433734,0.8273381294964028,6.813475000000011
45,0.6746987951807228,0.8201438848920863,5.043466999999964
46,0.6746987951807228,0.8129496402877698,6.924609999999973
47,0.6698795180722892,0.7697841726618705,4.483475999999996
48,0.6650602409638554,0.7769784172661871,7.237586000000022
49,0.655421686746988,0.7769784172661871,6.603550999999982
50,0.653012048192771,0.7769784172661871,5.227550000000008
51,0.6433734939759036,0.7769784172661871,7.461925000000008
52,0.6409638554216868,0.7769784172661871,6.263426999999979
53,0.6409638554216868,0.7697841726618705,5.098253
54,0.6385542168674698,0.762589928057554,4.854956999999956
55,0.6385542168674698,0.7697841726618705,5.005301000000031
56,0.6385542168674698,0.7697841726618705,4.584929000000045
57,0.6433734939759036,0.7553956834532374,4.797966000000031
58,0.636144578313253,0.762589928057554,4.453416000000004
59,0.6337349397590362,0.762589928057554,4.861327999999958
60,0.6385542168674698,0.762589928057554,6.883569000000023
61,0.636144578313253,0.762589928057554,6.724335999999994
62,0.6385542168674698,0.7553956834532374,6.180690000000027
63,0.6337349397590362,0.762589928057554,4.2362190000000055
64,0.6289156626506024,0.7482014388489209,4.473100999999986
65,0.6216867469879518,0.7553956834532374,5.8271440000000325
66,0.616867469879518,0.7553956834532374,4.157888999999955
67,0.619277108433735,0.762589928057554,5.353259000000037
68,0.6120481927710844,0.7553956834532374,7.139493000000016
69,0.6072289156626506,0.7410071942446044,5.112313999999969
70,0.6048192771084338,0.7410071942446044,6.637180999999998
71,0.6024096385542168,0.7410071942446044,6.156245000000013
72,0.6024096385542168,0.7338129496402878,7.28018800000001
73,0.6024096385542168,0.7266187050359711,5.019271000000003
74,0.6,0.7338129496402878,5.309224999999969
75,0.5951807228915662,0.7338129496402878,4.075152000000003
76,0.5927710843373494,0.7266187050359711,6.69908300000003
77,0.5903614457831325,0.7194244604316546,4.032351000000006
78,0.5855421686746988,0.7122302158273381,6.219740999999999
79,0.580722891566265,0.7122302158273381,5.070341000000042
80,0.5783132530120482,0.7122302158273381,6.404620000000023
81,0.5759036144578313,0.7122302158273381,6.628015000000005
82,0.5759036144578313,0.7050359712230216,5.3495829999999955
83,0.5783132530120482,0.7122302158273381,3.863744000000054
84,0.5734939759036144,0.7194244604316546,5.321489999999983
85,0.5710843373493976,0.7122302158273381,5.4070050000000265
86,0.5686746987951807,0.7122302158273381,6.936996000000022
87,0.5734939759036144,0.7050359712230216,5.434753000000001
88,0.5493975903614459,0.697841726618705,4.131058999999993
89,0.5493975903614459,0.6906474820143884,6.544181999999978
90,0.5469879518072289,0.6834532374100719,6.201875000000086
91,0.5397590361445783,0.6906474820143884,5.36880199999996
92,0.5397590361445783,0.6906474820143884,5.969222999999943
93,0.5373493975903614,0.6906474820143884,5.701708999999937
94,0.5301204819277108,0.6906474820143884,5.761957000000052
95,0.5301204819277108,0.6906474820143884,5.112726000000066
96,0.5228915662650602,0.6906474820143884,5.971001999999999
97,0.5228915662650602,0.697841726618705,6.316144000000008
98,0.5156626506024096,0.6906474820143884,4.2382530000001
99,0.5204819277108435,0.6834532374100719,6.034994000000097
100,0.5156626506024096,0.6762589928057554,4.340238999999997
101,0.5156626506024096,0.6762589928057554,6.544125000000008
102,0.5132530120481928,0.6762589928057554,4.33558000000005
103,0.508433734939759,0.6762589928057554,6.302970999999957
104,0.508433734939759,0.6690647482014389,4.15945499999998
105,0.5156626506024096,0.6762589928057554,6.8766939999999295
106,0.5108433734939759,0.6618705035971223,5.064826999999923
107,0.5108433734939759,0.6546762589928057,7.0599979999999505
108,0.5108433734939759,0.6618705035971223,3.7620039999999335
109,0.508433734939759,0.6618705035971223,5.05141100000003
110,0.5060240963855422,0.6474820143884892,4.054341000000022
111,0.5012048192771084,0.6546762589928057,5.240028000000052
112,0.49879518072289153,0.6618705035971223,4.115805000000023
113,0.5012048192771084,0.6546762589928057,6.377026999999998
114,0.5012048192771084,0.6474820143884892,5.977795000000015
115,0.4963855421686747,0.6402877697841727,4.394514999999956
116,0.4891566265060241,0.6402877697841727,5.267080000000078
117,0.4819277108433735,0.6402877697841727,5.221406000000002
118,0.47951807228915666,0.6330935251798562,5.596026000000052
119,0.4771084337349397,0.6330935251798562,5.740871999999968
120,0.4771084337349397,0.6330935251798562,6.814603000000034
121,0.4771084337349397,0.6258992805755396,4.5170080000000326
122,0.47951807228915666,0.618705035971223,4.572751000000039
123,0.46506024096385545,0.618705035971223,4.077453999999989
124,0.46506024096385545,0.618705035971223,5.181650999999988
125,0.4626506024096385,0.6258992805755396,4.0231919999999946
126,0.4626506024096385,0.6258992805755396,4.870838000000049
127,0.4602409638554217,0.618705035971223,5.660277000000065
128,0.4554216867469879,0.618705035971223,5.385393000000022
129,0.4554216867469879,0.618705035971223,6.338427000000024
130,0.4554216867469879,0.618705035971223,6.265800000000013
131,0.4602409638554217,0.618705035971223,6.225761000000034
132,0.4554216867469879,0.6115107913669064,4.108731000000034
133,0.4530120481927711,0.6115107913669064,5.626222999999982
134,0.45060240963855425,0.6115107913669064,4.209121999999979
135,0.4481927710843373,0.6115107913669064,3.958886000000007
136,0.4457831325301205,0.60431654676259,5.092866000000072
137,0.44337349397590364,0.5971223021582734,6.463439999999991
138,0.4409638554216867,0.5971223021582734,5.320807999999943
139,0.43614457831325304,0.5827338129496402,4.658196999999973
140,0.43855421686746987,0.5827338129496402,5.0742910000000165
141,0.43855421686746987,0.5971223021582734,6.410432000000014
142,0.43614457831325304,0.5971223021582734,4.790581999999972
143,0.43132530120481927,0.5971223021582734,4.326714000000038
144,0.4265060240963855,0.5971223021582734,5.420926000000009
145,0.4265060240963855,0.5899280575539568,5.173266000000012
146,0.4192771084337349,0.5827338129496402,6.32568399999991
147,0.4192771084337349,0.5827338129496402,5.232595999999944
148,0.41686746987951806,0.5827338129496402,6.532368999999903
149,0.41686746987951806,0.5827338129496402,6.23748599999999
150,0.41445783132530123,0.5827338129496402,5.775983999999994
151,0.41445783132530123,0.5611510791366907,5.318138999999974
152,0.4072289156626506,0.5755395683453237,3.7649149999999736
153,0.4072289156626506,0.5755395683453237,5.8114570000000185
154,0.40963855421686746,0.5755395683453237,3.450572999999963
155,0.40963855421686746,0.5755395683453237,5.260702999999921
156,0.4048192771084337,0.5827338129496402,6.772489999999948
157,0.40240963855421685,0.5827338129496402,5.081313000000023
158,0.3975903614457831,0.5755395683453237,4.620133999999894
159,0.39518072289156625,0.5827338129496402,4.322469999999953
160,0.3927710843373494,0.5899280575539568,5.861163999999917
161,0.3903614457831325,0.5899280575539568,4.64884399999994
162,0.38795180722891565,0.5899280575539568,6.233989000000065
163,0.3831325301204819,0.5899280575539568,5.012794000000099
164,0.38072289156626504,0.5899280575539568,4.983468000000016
165,0.38072289156626504,0.5899280575539568,6.103940999999963
166,0.3855421686746988,0.5971223021582734,3.46531200000004
167,0.3855421686746988,0.5827338129496402,4.059801999999991
168,0.3831325301204819,0.5755395683453237,5.530202999999915
169,0.38072289156626504,0.5755395683453237,5.222152000000051
170,0.38072289156626504,0.5755395683453237,5.018234000000007
171,0.3710843373493976,0.5755395683453237,5.863461999999913
172,0.3710843373493976,0.5683453237410072,4.971980999999914
